filename,notes,authors,licenses,urls
"head/heads/skeleton/adult/slash.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/shoot.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/hurt.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/idle.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/jump.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/run.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/sit.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/emote.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/climb.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/combat.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/1h_backslash.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/skeleton/adult/1h_halfslash.png","" ,"bluecarrot16,Johannes Sjölund (wulax),Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-skeleton,https://opengameart.org/content/lpc-character-bases" 
"head/heads/vampire/adult/spellcast.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/thrust.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/walk.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/slash.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/shoot.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/hurt.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/idle.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/jump.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/run.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/sit.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/emote.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/climb.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/combat.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/1h_backslash.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/vampire/adult/1h_halfslash.png","original head by Redshrike, gaunt version by bluecarrot16, vampire fangs by bluecarrot16" ,"Stephen Challener (Redshrike),bluecarrot16" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-folk" 
"head/heads/zombie/adult/spellcast.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/thrust.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/walk.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/slash.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/shoot.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/hurt.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/idle.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/jump.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/run.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/sit.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/emote.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/climb.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/combat.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/1h_backslash.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/zombie/adult/1h_halfslash.png","" ,"bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)" ,"CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases" 
"head/heads/goblin/child/spellcast.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/thrust.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/walk.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/slash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/shoot.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/hurt.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/idle.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/jump.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/run.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/sit.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/emote.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/climb.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/combat.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/1h_backslash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/child/1h_halfslash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and slightly modified by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/spellcast.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/thrust.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/walk.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/slash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/shoot.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/hurt.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/idle.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/jump.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/run.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/sit.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/emote.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/climb.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/combat.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/1h_backslash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/goblin/adult/1h_halfslash.png","original goblin by Redshrike, commisioned by William.Thomsponj; modular head extracted and enlarged by bluecarrot16" ,"bluecarrot16,Stephen Challener (Redshrike),William.Thomsponj" ,"OGA-BY 3.0,CC-BY 4.0,GPL 2.0,GPL 3.0" ,"https://opengameart.org/content/lpc-goblin,https://opengameart.org/content/lpc-folk" 
"head/heads/orc/child/spellcast.png","child base by kheftel, orc version created by Nila122, head extracted by bluecarrot16" ,"Nila122,kheftel,Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-child-standing-template,https://opengameart.org/content/lpc-children-walk-animation" 
"head/heads/orc/child/thrust.png","child base by kheftel, orc version created by Nila122, head extracted by bluecarrot16" ,"Nila122,kheftel,Stephen Challener (Redshrike)" ,"OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0" ,"https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-child-standing-template,https://opengameart.org/content/lpc-children-walk-animation" 
